Ном		Стпт		Фстрт		Шстр		ндлн		фдлн		шлдн
9251		449		449		0		0		0		0
8131		199		199		0		69		37		0
8115		8		8		0		181		181		0
1679		7		7		0		0		0		0
2826		9		9		0		89		89		0
9029		368		368		0		77		77		0
8500		143		143		0		0		0		0
534		4		4		0		139		139		0
5045		11		11		0		0		0		0
7698		273		273		0		10		10		0
2569		179		176		0		86		86		0
423		8		8		0		168		168		0
1516		1		1		0		126		126		0
4347		7		7		0		15		15		0
7768		359		359		0		0		0		0
7016		152		152		0		200		200		0
1896		3		3		0		0		0		0
4482		132		132		0		12		12		0
3473		3		3		0		126		126		0
6838		278		278		0		131		131		0
4902		273		273		0		0		0		0
2715		77		77		0		194		194		0
879		10		10		0		58		58		0
9167		110		110		0		170		74		0
8405		73		73		0		28		28		0
3417		7		7		0		57		57		0
5037		4		4		0		19		8		0
7980		7		7		0		0		0		0
9970		877		877		0		88		88		0
9182		48		48		0		0		0		0
5770		7		7		0		38		38		0
7537		7		7		0		41		41		0
9730		874		874		0		0		0		0
7789		175		175		0		26		26		0
2555		10		10		0		160		160		0
7017		37		37		0		178		69		0
3667		10		10		0		25		25		0
9573		366		366		0		179		179		0
4611		12		12		0		121		59		0
2275		8		8		0		0		0		0
4174		188		188		0		174		174		0
4160		150		150		0		36		36		0
2373		8		8		0		133		133		0
9344		94		94		0		56		56		0
8424		7		7		0		77		77		0
9703		352		352		0		0		0		0
6186		170		170		0		172		172		0
367		2		2		0		158		158		0
9303		30		30		0		14		14		0
3078		6		6		0		16		16		0
9527		449		449		0		34		34		0
8858		385		385		0		61		61		0
148		4		4		0		185		185		0
909		8		8		0		155		144		0
7882		375		375		0		0		0		0
4372		1		1		0		125		125		0
7407		242		242		0		132		132		0
4725		192		191		0		49		49		0
2684		138		138		0		53		53		0
1043		6		6		0		132		132		0
5716		4		4		0		155		155		0
8227		195		195		0		38		38		0
6340		193		193		0		0		0		0
1285		10		10		0		180		180		0
3491		5		5		0		88		88		0
8052		128		128		0		91		91		0
4626		3		3		0		2		2		0
7755		94		94		0		34		34		0
6841		90		90		0		0		0		0
581		10		10		0		75		75		0
4067		3		0		0		3		3		0
9704		831		831		0		39		39		0
9486		793		788		0		34		34		0
1071		10		10		0		156		156		0
2085		6		6		0		0		0		0
6751		79		79		0		166		166		0
2844		11		11		0		61		61		0
9154		343		343		0		88		88		0
6185		153		153		0		160		160		0
518		5		5		0		145		145		0
8801		160		155		0		162		162		0
890		3		3		0		152		152		0
5293		1		1		0		9		5		0
6580		328		328		0		5		5		0
6010		158		158		0		165		165		0
5302		63		63		0		93		93		0
2749		8		8		0		47		21		0
9398		606		606		0		182		182		0
9035		605		605		0		0		0		0
6063		11		0		0		172		172		0
8588		490		490		0		114		114		0
7240		406		397		0		81		81		0
6344		129		129		0		91		91		0
4552		122		122		0		3		3		0
1610		11		11		0		104		104		0
3210		35		35		0		0		0		0
1842		3		3		0		26		26		0
6785		326		321		0		76		76		0
4717		234		234		0		87		87		0
4595		187		180		0		0		0		0
68		8		8		0		172		172		0
3904		157		157		0		67		67		0
603		7		7		0		148		148		0
5005		7		7		0		83		83		0
6276		9		9		0		13		13		0
7972		1		1		0		143		143		0
8537		321		321		0		163		163		0
8404		126		126		0		64		64		0
5062		9		9		0		111		111		0
7357		271		271		0		40		40		0
7045		159		159		0		111		111		0
6617		7		7		0		151		151		0
9172		46		46		0		18		8		0
2703		5		5		0		36		36		0
9758		686		686		0		104		104		0
7270		280		280		0		196		196		0
1299		9		9		0		30		30		0
5439		89		89		0		182		182		0
3573		6		6		0		19		19		0
4028		1		1		0		87		87		0
4144		8		0		0		45		32		0
6734		3		3		0		0		0		0
2420		1		1		0		0		0		0
7611		320		285		0		0		0		0
5240		93		93		0		185		185		0
1352		6		6		0		81		81		0
2843		8		8		0		0		0		0
5858		144		144		0		168		141		0
2402		5		0		0		136		136		0
5506		11		11		0		187		187		0
8665		539		539		0		144		144		0
6714		456		456		0		80		80		0
4027		262		262		0		185		134		0
2600		119		119		0		139		139		0
504		6		0		0		110		110		0
6438		191		191		0		102		102		0
3178		6		6		0		175		175		0
6616		1		1		0		136		136		0
9652		351		351		0		0		0		0
7772		315		315		0		18		2		0
1561		131		131		0		178		178		0
342		11		11		0		118		118		0
7605		3		3		0		19		19		0
8883		271		271		0		78		78		0
8767		185		185		0		85		85		0
6109		9		9		0		135		135		0
7132		1		1		0		183		115		0
9615		328		323		0		4		4		0
9137		193		193		0		130		130		0
916		11		11		0		67		67		0
5596		10		10		0		178		178		0
4156		3		3		0		0		0		0
8688		108		108		0		94		94		0
4606		44		44		0		63		63		0
1240		4		4		0		34		34		0
7274		7		7		0		68		68		0
8903		3		3		0		79		79		0
9892		1246		1170		4484		168		51		5616
7680		415		415		0		140		140		0
927		5		5		0		0		0		0
7321		211		211		0		200		200		0
3798		9		9		0		200		200		0
6077		4		4		0		16		16		0
5779		1		1		0		71		71		0
7335		204		204		0		0		0		0
6694		134		134		0		66		66		0
123		4		4		0		125		125		0
8505		521		518		0		136		136		0
2163		7		7		0		150		150		0
8040		342		342		0		176		176		0
5010		10		10		0		198		198		0
6708		160		160		0		173		170		0
6267		156		156		0		0		0		0
296		9		9		0		137		137		0
8028		153		150		0		0		0		0
5953		5		5		0		145		145		0
6073		7		7		0		105		105		0
9851		401		399		0		0		0		0
9342		375		375		0		24		24		0
6663		245		245		0		121		121		0
503		130		130		0		106		106		0
445		8		8		0		115		115		0
1458		9		9		0		69		39		0
1671		10		10		0		0		0		0
2079		10		10		0		19		19		0
7018		239		239		0		83		83		0
3361		134		134		0		96		96		0
1096		9		9		0		119		119		0
1462		10		10		0		0		0		0
3447		9		0		0		177		177		0
7456		2		2		0		29		29		0
4495		2		2		0		0		0		0
8288		6		6		0		0		0		0
9332		1		1		0		66		66		0
4128		266		266		0		35		35		0
2648		153		153		0		103		103		0
2558		21		21		0		128		128		0
929		8		8		0		13		13		0
5155		2		2		0		86		86		0
9890		1205		1149		4536		35		21		420
9889		811		811		0		151		151		0
9118		491		491		0		98		19		0
8986		475		475		0		7		7		0
121		20		20		0		144		144		0
31		4		4		0		8		8		0
6190		10		10		0		164		164		0
8525		390		390		0		77		77		0
6326		189		189		0		191		191		0
4605		7		7		0		102		102		0
5147		183		183		0		0		0		0
4680		4		4		0		179		179		0
7031		150		149		0		77		77		0
5537		149		149		0		0		0		0
412		10		10		0		139		139		0
3967		11		11		0		118		118		0
6930		52		52		0		13		13		0
1111		10		10		0		36		36		0
6748		1		1		0		106		106		0
270		3		0		0		129		129		0
8877		367		367		0		73		73		0
7163		239		239		0		119		119		0
1626		10		10		0		110		110		0
6311		188		183		0		50		50		0
3052		111		111		0		72		72		0
2089		11		11		0		100		100		0
3606		88		87		0		48		48		0
2383		5		5		0		82		82		0
1974		6		6		0		147		147		0
901		2		2		0		143		143		0
9790		639		629		0		88		88		0
1034		4		4		0		170		170		0
8230		496		496		0		133		133		0
5756		43		43		0		104		104		0
3564		11		11		0		31		31		0
7591		319		319		0		169		169		0
4317		196		191		0		117		117		0
1329		3		3		0		188		188		0
160		3		3		0		0		0		0
8195		14		10		0		46		46		0
4498		10		10		0		0		0		0
9777		595		595		0		86		86		0
7689		293		293		0		17		17		0
7113		268		268		0		1		1		0
340		4		0		0		0		0		0
6485		210		210		0		50		50		0
1902		153		153		0		47		47		0
1796		7		7		0		145		145		0
975		12		12		0		184		184		0
877		2		2		0		7		7		0
4745		183		183		0		109		109		0
3357		150		150		0		32		20		0
1175		6		6		0		140		140		0
2508		3		3		0		5		5		0
8201		315		315		0		37		37		0
5197		177		169		0		128		128		0
3512		169		169		0		0		0		0
1331		5		5		0		164		164		0
9684		532		532		0		62		62		0
9480		184		184		0		191		191		0
1777		1		1		0		163		163		0
7410		175		175		0		0		0		0
1839		27		27		0		68		68		0
688		4		4		0		13		13		0
1898		11		11		0		159		159		0
9395		445		445		0		81		81		0
9196		428		428		0		0		0		0
449		7		7		0		8		8		0
8184		250		250		0		176		176		0
8180		177		171		0		65		65		0
5417		11		0		0		149		149		0
7165		6		6		0		165		165		0
4867		50		47		0		187		187		0
953		7		7		0		40		40		0
4750		246		246		0		113		40		0
3014		190		190		0		54		54		0
194		15		15		0		172		172		0
13		6		6		0		3		3		0
3274		5		5		0		0		0		0
4285		9		9		0		86		86		0
9171		279		279		0		161		161		0
8337		195		195		0		10		10		0
4115		1		0		0		55		55		0
8155		192		192		0		0		0		0
5011		2		2		0		184		184		0
5674		3		3		0		167		167		0
8972		266		266		0		7		7		0
5843		38		38		0		115		115		0
76		5		5		0		31		31		0
8112		146		146		0		118		118		0
3666		2		2		0		141		141		0
7198		8		8		0		175		175		0
4766		8		8		0		0		0		0
7770		207		207		0		186		186		0
5389		182		182		0		23		23		0
1370		10		10		0		167		167		0
3751		9		9		0		0		0		0
7326		3		3		0		64		64		0
9549		279		279		0		22		22		0
4484		206		206		0		56		56		0
1819		4		4		0		196		91		0
7071		170		170		0		107		57		0
7030		6		6		0		158		158		0
9588		810		810		0		0		0		0
4952		5		5		0		54		54		0
7954		706		706		0		104		104		0
7814		543		543		0		158		158		0
1784		9		9		0		73		73		0
6536		475		475		0		66		66		0
6514		329		329		0		142		134		0
6364		238		238		0		83		83		0
3678		52		52		0		4		4		0
2710		11		11		0		35		22		0
4955		126		126		0		111		111		0
3839		1		1		0		119		119		0
4937		3		3		0		39		39		0
5072		9		9		0		0		0		0
5819		2		2		0		0		0		0
9881		768		768		0		0		0		0
6031		271		271		0		0		0		0
3975		105		105		0		163		163		0
200		4		4		0		0		0		0
2757		5		5		0		94		44		0
3160		11		11		0		0		0		0
8952		657		657		0		110		110		0
7405		533		529		0		115		115		0
3449		11		11		0		192		189		0
429		4		4		0		0		0		0
5676		195		190		0		37		37		0
2747		4		0		0		190		190		0
7373		357		357		0		172		172		0
4186		212		212		0		145		145		0
2219		104		104		0		98		98		0
1263		4		4		0		96		96		0
6739		5		5		0		66		66		0
4468		50		50		0		96		96		0
4278		2		2		0		44		44		0
7507		386		386		0		142		142		0
6422		315		315		0		65		65		0
1208		5		5		0		174		174		0
5567		169		169		0		136		136		0
1430		8		8		0		113		55		0
4218		11		11		0		150		150		0
5484		5		5		0		35		35		0
6884		185		185		0		126		126		0
3706		182		182		0		0		0		0
1736		5		5		0		168		168		0
4010		3		3		0		43		43		0
6324		10		10		0		0		0		0
6868		88		80		0		190		190		0
5533		10		10		0		70		70		0
8503		13		13		0		1		1		0
8129		7		7		0		2		2		0
9782		5		5		0		71		71		0
6462		7		7		0		109		109		0
9507		317		317		0		0		0		0
6771		201		199		0		44		44		0
3859		94		94		0		105		105		0
2137		9		9		0		75		75		0
2337		6		6		0		0		0		0
2791		8		8		0		50		50		0
8590		28		28		0		64		64		0
2957		11		11		0		13		13		0
6829		2		2		0		199		199		0
7998		174		174		0		135		135		0
7223		119		119		0		54		54		0
3978		56		48		0		57		30		0
1132		8		8		0		40		40		0
3550		8		8		0		39		39		0
7218		21		21		0		120		104		0
5578		13		13		0		0		0		0
1300		6		6		0		0		0		0
5541		246		246		0		15		15		0
2923		137		137		0		104		104		0
2614		18		9		0		111		9		0
60		9		9		0		0		0		0
4136		9		9		0		26		26		0
9883		1112		1060		416		89		89		0
9372		189		189		0		59		59		0
683		3		3		0		180		180		0
6878		160		160		0		0		0		0
2152		153		153		0		0		0		0
559		6		6		0		147		147		0
4800		5		5		0		176		176		0
6758		1		1		0		54		54		0
9671		983		934		4851		126		126		0
1059		10		10		0		0		0		0
6398		190		190		0		0		0		0
1254		9		9		0		179		179		0
9277		162		162		0		33		33		0
1419		10		10		0		147		147		0
2717		8		8		0		120		120		0
4713		3		0		0		84		84		0
2248		99		99		0		0		0		0
1689		11		11		0		84		84		0
234		1		1		0		0		0		0
5739		91		91		0		52		52		0
1938		5		5		0		31		31		0
4002		1		1		0		81		81		0
8734		850		802		1152		132		132		0
2108		189		189		0		22		22		0
1577		4		4		0		181		181		0
7973		656		656		0		187		46		0
3875		123		86		0		184		184		0
450		11		11		0		75		75		0
716		9		9		0		0		0		0
1722		10		10		0		106		42		0
3620		384		384		0		115		115		0
499		2		2		0		89		89		0
3113		195		195		0		187		187		0
1941		4		4		0		183		183		0
3475		8		8		0		147		147		0
7928		532		532		0		114		114		0
5977		467		467		0		63		63		0
5111		356		356		0		103		103		0
63		9		9		0		16		16		0
5027		346		346		0		0		0		0
3495		147		147		0		191		191		0
3034		10		10		0		135		135		0
2620		82		82		0		79		79		0
456		8		0		0		65		32		0
898		3		3		0		12		12		0
1614		5		5		0		69		69		0
1785		3		3		0		100		51		0
3944		11		0		0		103		103		0
6396		17		17		0		99		99		0
5383		3		3		0		7		7		0
6428		11		0		0		179		179		0
7711		6		6		0		61		59		0
8236		183		183		0		117		117		0
8020		110		110		0		67		67		0
1153		10		10		0		0		0		0
486		5		0		0		0		0		0
1428		4		4		0		104		104		0
3215		2		2		0		0		0		0
8130		3		3		0		134		94		0
8141		497		497		0		8		8		0
2469		1		1		0		12		12		0
5487		161		161		0		19		2		0
3079		8		0		0		122		122		0
4386		4		4		0		148		148		0
5349		141		141		0		0		0		0
4675		9		9		0		123		123		0
7804		328		328		0		162		162		0
7492		197		197		0		130		130		0
282		1		1		0		185		185		0
621		2		2		0		83		83		0
6613		3		3		0		185		185		0
7005		65		65		0		0		0		0
1508		9		9		0		0		0		0
3267		4		4		0		57		57		0
4359		9		9		0		60		60		0
9655		869		869		0		1		0		0
9641		656		656		0		3		3		0
2982		163		163		0		118		118		0
2916		10		10		0		150		150		0
9517		177		177		0		0		0		0
5054		11		11		0		161		161		0
9174		617		617		0		37		37		0
8976		311		311		0		0		0		0
973		3		3		0		0		0		0
3319		172		172		0		133		133		0
1232		10		10		0		154		154		0
8221		243		243		0		24		24		0
1147		5		5		0		179		179		0
7994		114		114		0		122		122		0
3187		9		9		0		102		102		0
8984		460		460		0		147		147		0
6899		105		105		0		138		20		0
844		9		9		0		92		92		0
5185		7		7		0		197		197		0
8843		313		313		0		145		145		0
8732		310		310		0		0		0		0
1840		112		108		0		197		197		0
1718		1		1		0		107		107		0
2818		68		68		0		118		118		0
2505		1		0		0		59		59		0
3452		29		29		0		188		188		0
2586		7		7		0		12		12		0
1563		5		5		0		0		0		0
5089		142		142		0		0		0		0
4631		80		80		0		54		54		0
3493		6		6		0		70		3		0
7867		13		13		0		158		158		0
1897		2		2		0		9		9		0
6068		53		43		0		135		135		0
5553		4		4		0		39		39		0
8224		242		242		0		196		114		0
6036		196		193		0		37		37		0
286		7		7		0		186		186		0
5695		11		11		0		41		41		0
7079		9		0		0		140		121		0
3458		7		0		0		0		0		0
6354		168		168		0		119		119		0
4226		9		9		0		154		154		0
4898		10		10		0		111		111		0
9464		362		362		0		44		3		0
7382		305		305		0		49		49		0
294		1		1		0		106		106		0
1181		1		1		0		42		42		0
3216		6		6		0		0		0		0
6780		117		117		0		179		172		0
6181		31		31		0		83		83		0
1556		9		9		0		21		21		0
3292		2		2		0		0		0		0
8402		100		100		0		150		102		0
3425		9		9		0		83		83		0
3299		1		1		0		0		0		0
6401		8		8		0		0		0		0
7883		205		205		0		69		69		0
4034		10		10		0		187		187		0
249		7		7		0		0		0		0
6449		5		5		0		131		131		0
6676		9		0		0		9		9		0
9379		774		774		0		93		93		0
9321		582		582		0		189		189		0
8593		490		490		0		89		89		0
1207		8		8		0		0		0		0
1512		10		10		0		118		118		0
6307		155		155		0		193		165		0
4250		8		8		0		147		147		0
8471		410		410		0		78		78		0
7395		251		251		0		154		154		0
306		5		0		0		145		145		0
7355		146		146		0		102		102		0
1700		13		13		0		0		0		0
1373		11		0		0		0		0		0
1497		8		8		0		0		0		0
5580		7		0		0		135		135		0
6106		11		11		0		0		0		0
6961		10		10		0		136		136		0
2926		9		9		0		22		22		0
8480		220		220		0		0		0		0
6113		184		184		0		30		30		0
3224		4		0		0		176		176		0
8748		369		369		0		0		0		0
4583		146		146		0		182		182		0
1201		5		5		0		0		0		0
3139		8		8		0		128		128		0
5757		183		112		0		183		183		0
1412		3		3		0		178		109		0
7250		297		297		0		0		0		0
5427		294		294		0		0		0		0
3459		271		271		0		18		18		0
658		6		6		0		93		93		0
2042		119		119		0		146		146		0
705		2		2		0		112		112		0
1446		4		4		0		97		97		0
2243		2		2		0		0		0		0
3971		4		4		0		93		93		0
8458		142		107		0		194		194		0
4669		5		5		0		131		102		0
8082		108		108		0		177		177		0
5174		8		8		0		98		98		0
6760		1		1		0		71		31		0
9618		559		559		0		0		0		0
4130		139		139		0		58		58		0
1850		11		11		0		119		119		0
7745		494		494		0		60		60		0
5246		185		185		0		49		49		0
3469		177		174		0		0		0		0
1475		6		6		0		168		168		0
4734		433		433		0		51		51		0
4728		276		276		0		152		152		0
4637		269		269		0		0		0		0
4362		171		171		0		96		96		0
83		1		1		0		169		169		0
3011		29		29		0		23		15		0
173		3		3		0		25		25		0
5078		5		5		0		5		5		0
7943		10		10		0		14		14		0
4448		2		0		0		105		105		0
6831		173		173		0		0		0		0
5219		161		161		0		5		5		0
1319		10		10		0		0		0		0
5043		7		7		0		154		154		0
7639		503		503		0		78		78		0
7501		353		353		0		149		149		0
7217		219		211		0		127		127		0
1058		4		4		0		127		127		0
6206		25		25		0		186		186		0
2136		6		6		0		17		17		0
4298		7		7		0		180		180		0
9867		1029		1029		0		112		112		0
9679		460		460		0		42		42		0
259		9		9		0		182		182		0
4853		86		86		0		77		77		0
3336		15		15		0		69		69		0
2406		7		7		0		0		0		0
3732		8		8		0		24		24		0
5307		77		77		0		0		0		0
4718		2		2		0		69		69		0
9451		346		346		0		109		109		0
7939		323		323		0		22		10		0
4987		185		185		0		136		136		0
3343		9		0		0		174		174		0
4546		10		10		0		123		123		0
5805		8		0		0		173		173		0
5579		169		169		0		155		57		0
5125		10		10		0		153		153		0
5538		2		2		0		0		0		0
6988		195		195		0		148		148		0
3600		4		4		0		75		75		0
6141		131		131		0		64		64		0
4657		122		122		0		0		0		0
1598		7		7		0		112		30		0
9745		879		879		0		60		51		0
3931		10		10		0		138		138		0
5434		4		4		0		122		122		0
8619		740		740		0		130		49		0
6591		208		208		0		149		149		0
3398		39		39		0		0		0		0
1015		11		11		0		20		20		0
5149		37		37		0		106		106		0
3344		6		6		0		30		30		0
3613		8		8		0		11		11		0
6522		9		0		0		193		193		0
7287		637		637		0		99		99		0
4444		214		214		0		145		34		0
3588		202		202		0		0		0		0
330		1		1		0		66		66		0
560		4		4		0		198		198		0
2323		172		167		0		32		32		0
2007		8		8		0		159		159		0
3029		7		7		0		46		46		0
7200		525		525		0		112		112		0
7055		476		476		0		48		31		0
3281		162		162		0		169		169		0
297		2		2		0		155		155		0
6203		331		331		0		135		135		0
5471		260		260		0		65		65		0
5190		169		169		0		86		84		0
2472		3		3		0		166		166		0
3435		18		18		0		38		38		0
3001		10		10		0		0		0		0
4940		8		8		0		0		0		0
8006		150		150		0		38		38		0
4731		73		73		0		67		67		0
512		2		2		0		70		70		0
9535		800		800		0		78		78		0
7802		176		176		0		29		29		0
807		11		0		0		165		165		0
1358		5		0		0		21		21		0
9416		793		793		0		5		5		0
9402		789		789		0		0		0		0
2697		203		203		0		0		0		0
175		9		9		0		189		189		0
1950		10		10		0		82		82		0
7898		596		596		0		189		189		0
7048		39		39		0		60		60		0
269		5		5		0		23		23		0
6410		11		11		0		23		23		0
2187		5		5		0		84		84		0
5065		137		137		0		18		18		0
2800		10		10		0		0		0		0
2889		2		2		0		129		129		0
7827		417		417		0		173		173		0
3951		288		288		0		120		120		0
2888		110		110		0		173		173		0
134		10		10		0		94		94		0
2511		9		9		0		0		0		0
8190		427		427		0		49		49		0
3153		26		26		0		120		120		0
79		9		9		0		10		10		0
5659		295		295		0		130		130		0
4004		119		112		0		169		169		0
1442		4		4		0		108		108		0
8386		374		374		0		176		176		0
5572		166		166		0		51		51		0
5050		2		2		0		156		156		0
526		2		2		0		0		0		0
5273		1		1		0		0		0		0
5776		2		0		0		122		122		0
7840		240		240		0		124		124		0
6116		132		132		0		104		104		0
2777		107		107		0		25		25		0
681		102		102		0		0		0		0
331		8		8		0		84		84		0
9374		342		336		0		0		0		0
8309		211		211		0		125		125		0
5196		6		6		0		199		199		0
8669		4		4		0		71		71		0
9362		721		721		0		44		44		0
8849		386		386		0		109		109		0
7318		328		328		0		53		53		0
1760		2		2		0		191		191		0
6821		189		189		0		0		0		0
3382		99		99		0		87		87		0
3105		6		6		0		83		83		0
4890		80		80		0		70		70		0
4884		7		7		0		73		73		0
6180		243		243		0		80		80		0
5796		92		82		0		147		147		0
885		4		4		0		78		78		0
3709		10		10		0		28		2		0
2333		8		8		0		20		20		0
9253		328		328		0		153		153		0
8217		193		193		0		33		33		0
8064		45		45		0		0		0		0
125		7		7		0		28		28		0
3135		37		37		0		155		155		0
452		10		10		0		26		26		0
3477		55		55		0		138		138		0
3268		1		1		0		51		51		0
4820		1		1		0		116		116		0
5742		4		4		0		145		144		0
3439		4		4		0		156		89		0
8895		257		257		0		6		6		0
7000		96		96		0		157		157		0
2112		10		10		0		54		54		0
931		3		3		0		0		0		0
4529		3		3		0		90		90		0
7323		159		159		0		165		165		0
7176		48		48		0		102		102		0
4722		42		42		0		2		2		0
2679		10		10		0		31		31		0
9163		713		713		0		0		0		0
4535		200		200		0		126		126		0
201		5		5		0		190		190		0
7559		212		212		0		40		40		0
2477		10		10		0		98		98		0
